idDBLP,idScholar,DBLP_Match,Scholar_Match,Match_ID
conf/sigmod/GangulyGR03,Di-EjDZ_abYJ,353,17022,353_17022
journals/sigmod/YuenCLL00,Ip82P4QfKyEJ,355,31360,355_31360
conf/sigmod/ChaudhuriGGM03,H5IdN0_MQw4J,356,37106,356_37106
conf/sigmod/KementsietsidisAM03,uCU2G94_fOIJ,357,45282,357_45282
journals/sigmod/BernsteinHP00,FFzJxlpy6TsJ,358,3673,358_3673
conf/sigmod/StoltePAG03,9WTNlminW6AJ,359,5547,359_5547
conf/sigmod/GuptaS03,6ditJPVnXAQJ,361,35223,361_35223
journals/sigmod/CarmelMS01,bolov3CrMYwJ,362,14290,362_14290
journals/sigmod/BoscMP01,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D373708%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,363,51534,363_51534
conf/sigmod/PengC03,4Zlh-TEx9m4J,364,42365,364_42365
conf/sigmod/ZhangZPTL03,QnMrKru1S1MJ,365,63850,365_63850
journals/sigmod/MeltonMJKSZ01,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D373709%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,366,18277,366_18277
journals/sigmod/MillerHHYHFP01,0ckpOQsv-vAJ,367,43792,367_43792
conf/sigmod/MaddenFHH03,qz24tfFNHuoJ,368,21321,368_21321
conf/sigmod/MinPC03,JjrRZt4ONqMJ,369,42319,369_42319
journals/sigmod/BertinoEH01,Rba70P6SqQYJ,370,33915,370_33915
conf/sigmod/QunLO03,BnNNuVfklfcJ,371,44690,371_44690
journals/sigmod/FengJH01,SUT-QTwqFNkJ,372,57526,372_57526
conf/sigmod/Dyreson03,l7KC1qG6OGEJ,373,1430,373_1430
journals/sigmod/Critchlow01,wuQbvQAcACsJ,375,56982,375_56982
conf/sigmod/ZhuS03,hIGjgc6mx0cJ,376,11354,376_11354
conf/sigmod/MelnikRB03,wfjeWtEY2NcJ,378,22343,378_22343
conf/sigmod/KangN03,ABztkd0E9lUJ,379,33713,379_33713
journals/sigmod/Aggarwal01,OE8gpNwz8MkJ,380,19867,380_19867
conf/sigmod/HeC03,MNmlxFx4l-8J,381,38534,381_38534
journals/sigmod/LawderK01,eznFJ2e_pQQJ,382,22998,382_22998
conf/sigmod/CohenM03,bQv5hYB-JIEJ,383,63184,383_63184
journals/sigmod/PuSW01,nkW4iN6JqfAJ,384,33212,384_33212
journals/sigmod/BernsteinBCDFGGHHJLMNPSU98,Syu5W-3uFFAJ,385,6663,385_6663
conf/sigmod/LuoEHN02,7p7mpmvIBrYJ,386,26748,386_26748
conf/sigmod/HacigumusILM02,NMgExE-JRD0J,387,59340,387_59340
journals/sigmod/ChristoffelPSL98,yC3NWP247K8J,388,16834,388_16834
conf/sigmod/KaushikBNK02,8M2rLLD3DlQJ,389,54407,389_54407
journals/sigmod/MeltzerC98,77mq-gn4LiAJ,390,35294,390_35294
conf/sigmod/ChungMS02,UmPir9n5JloJ,391,34289,391_34289
journals/sigmod/BichlerSZ98,fQNdA5cjapAJ,392,21996,392_21996
conf/sigmod/Grust02,-3LAxRNpDJIJ,393,29692,393_29692
conf/sigmod/ZadorozhnyRVUB02,xmE1380_4E4J,395,6462,395_6462
journals/sigmod/EisenbergM98a,AatoNnELw78J,396,39144,396_39144
journals/sigmod/Ritter98,mzqmEYGGT_IJ,397,44153,397_44153
conf/sigmod/OlstonW02,pBKI-JCAlcIJ,398,2288,398_2288
conf/sigmod/MaddenSHR02,7n7LvbccBZoJ,400,25071,400_25071
conf/sigmod/KalnisNOPT02,ipAB8UMS7QkJ,401,7027,401_7027
journals/sigmod/BollKB98,IBg3vuolFUwJ,402,44721,402_44721
journals/sigmod/ReichB98,HzOZXA_VJk8J,403,32708,403_32708
conf/sigmod/RiedewaldAA02,nQvBo5KHITYJ,404,61320,404_61320
conf/sigmod/BunemanKTT02,cKIQyzazkYEJ,405,38876,405_38876
journals/sigmod/JenningsNF98,YiZVv5kVDb4J,406,49414,406_49414
conf/sigmod/Chamberlin03,Jjob6_YGJSQJ,407,50895,407_50895
journals/sigmod/DogacDATKCD98,vG5FK8BJkZgJ,408,53688,408_53688
journals/sigmod/Dogac98,KX9tZqfLvrgJ,409,50003,409_50003
conf/sigmod/GraySSU03,NnKrsx4j4pkJ,410,9994,410_9994
conf/sigmod/KoudasS03,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D872871%26type%3Dpdf%26dl%3Dportal%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,412,60795,412_60795
conf/sigmod/KornMZ03,6VAQeD6muakJ,413,842,413_842
journals/sigmod/Domingo-FerrerH98,ajq2idLfpHMJ,414,57485,414_57485
journals/sigmod/BuchnerM98,4J5CvdomBmsJ,415,48707,415_48707
conf/sigmod/SengarH03,7Mtanhr8EKoJ,416,49339,416_49339
journals/sigmod/ShethBS99,NLklGN91cZgJ,418,434,418_434
conf/sigmod/ZhuSZ03,7VSlB0yIt3YJ,420,46489,420_46489
conf/sigmod/ZhangDWEMPMDR03,gWslyEjd3BYJ,421,16412,421_16412
journals/sigmod/NascimentoM99,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D310062%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,422,37354,422_37354
conf/sigmod/PaparizosACJLNPSWWY03,HuPDChjYd44J,423,21070,423_21070
journals/sigmod/RoantreeMH99,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D310066%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,424,60861,424_60861
conf/sigmod/ChoALS03,MAdjH9lCsysJ,425,5180,425_5180
journals/sigmod/Danish98,mKZyoPZArGcJ,427,44894,427_44894
conf/sigmod/ZhouWGGZWXYF03,AwFxLUGiceUJ,428,8432,428_8432
journals/sigmod/CareyS99,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D310071%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,429,167,429_167
conf/sigmod/DeshpandeNGS03a,sfB17Fi4MZsJ,430,45192,430_45192
journals/sigmod/EisenbergM99,Z1P9QnSfDuAJ,431,27118,431_27118
conf/sigmod/ChandrasekaranCDFHHKMRS03,MNuT46WJZaQJ,432,63428,432_63428
journals/sigmod/Mackay99,tzUxfh8dD9sJ,433,46619,433_46619
conf/sigmod/Amer-YahiaFSX03,7-b5YXuGJS0J,434,17300,434_17300
conf/sigmod/ArasuBBDIRW03,7D59wPTtkdcJ,435,28098,435_28098
journals/sigmod/ForteHWDCVHFS99,7ML1mmPqIooJ,436,15808,436_15808
conf/sigmod/LarsonG03,14VyjJ0mnBMJ,438,53462,438_53462
journals/sigmod/OukselS99,S-LYnzS1K70J,439,19932,439_19932
conf/sigmod/AgichteinG03,url:http://portal.acm.org/citation.cfm%3Fid%3D872851,440,19088,440_19088
conf/sigmod/OoiTZGLLLNSWZ03,l78OeieL4ZsJ,441,46632,441_46632
journals/sigmod/BergamaschiCV99,rIm9uDX6PHUJ,442,10891,442_10891
journals/sigmod/Gal99,mOsVdVKwhjwJ,444,27173,444_27173
journals/sigmod/SmithO99, ,445,3332,445_3332
conf/sigmod/ZuzartePMCLW03,url:http://portal.acm.org/citation.cfm%3Fid%3D872757.872840,446,18678,446_18678
conf/sigmod/LakshmananPZ03a,4sJ3mLPGGVQJ,447,37621,447_37621
journals/sigmod/Hampapur99,I-r1LE1najAJ,448,7533,448_7533
conf/sigmod/ShashaB02,6nTs7QjnfDcJ,449,36051,449_36051
journals/sigmod/SycaraKWL99,YgouJdrCoZQJ,450,19730,450_19730
conf/sigmod/ShashaB02a,url:http://portal.acm.org/citation.cfm%3Fid%3D564691.564798%26dl%3DGUIDE%26dl%3DACM%26type%3Dseries%26idx%3D564691%26part%3DProceedings%26WantType%3DProceedings%26title%3DInternational%2520Conference%2520on%2520Management%2520of%2520Data%2520and%2520Symposium%2520on%2520Principles%2520of%2520Database%2520Systems%26CFID%3D11111111%26CFTOKEN%3D2222222,451,64007,451_64007
journals/sigmod/PapazoglouH99,WbsAK4ZE17YJ,452,27649,452_27649
journals/sigmod/SouzaS99,lSJVvYYknn0J,453,32559,453_32559
conf/sigmod/ViglasN02,2aeb_pBP7lcJ,454,18746,454_18746
journals/sigmod/FowlerPNB99,OewAZ4AUDOQJ,456,46902,456_46902
journals/sigmod/KuanL99,lkrtCULVA6oJ,457,59599,457_59599
conf/sigmod/HinneburgKW02,VWd7jhLXfV0J,458,56738,458_56738
journals/sigmod/CeriFP99,zCbDZVfxWhAJ,459,45995,459_45995
conf/sigmod/PhanN02,LLIkm2GMqakJ,460,42874,460_42874
conf/sigmod/Bonnet02,bqyt1789jJ8J,462,6026,462_6026
conf/sigmod/HellersteinW02,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D564788%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,464,7608,464_7608
journals/sigmod/GruenwaldBDGSSV99,ihljCMaS2UsJ,465,5720,465_5720
conf/sigmod/CranorGJSS02,89Avc7qz9YoJ,466,2517,466_2517
journals/sigmod/DomenigD99,S6TMGRGUq1IJ,467,15222,467_15222
conf/sigmod/MaddenH02,NXakCefUcdUJ,468,57438,468_57438
conf/sigmod/AgrawalCD02,iABZEL2Zoz8J,469,38382,469_38382
conf/sigmod/HanWDPW02,nwWpGh3Mx7MJ,472,32496,472_32496
conf/sigmod/KarbhariRXD02,TZsVVmiiHqEJ,473,38393,473_38393
journals/sigmod/YauLMS99,bhVBJw9Rp3QJ,474,33443,474_33443
conf/sigmod/AltinelLKMPLWB02,HtYTQ-fN8ccJ,475,54078,475_54078
journals/sigmod/BernsteinDK99,Ye5fTBiMoUwJ,476,20563,476_20563
conf/sigmod/FungSG02,_H4-ZecAsp0J,477,54128,477_54128
conf/sigmod/WangTYGWP02,wJTN8d8md7oJ,479,53945,479_53945
conf/sigmod/DogacTPPLKTK02,wi8177RdPBYJ,481,44194,481_44194
conf/sigmod/BumbulisB02,Ev27auQiecUJ,483,60801,483_60801
conf/sigmod/Weininger02,iXkSngvyu08J,485,62100,485_62100
journals/sigmod/ConradHHKRSS99,nmEhI0tiWGAJ,486,44261,486_44261
journals/sigmod/FrankGGJKLMNPSSSTW99,ixz5LdVw9_8J,487,9119,487_9119
conf/sigmod/RaoZML02,c2PgXbSSAFcJ,488,7163,488_7163
journals/sigmod/BoulosO99,yzbCsw2erkcJ,489,12460,489_12460
conf/sigmod/Aggarwal02,tK1_3wGUIHsJ,490,49892,490_49892
journals/sigmod/RosenthalS99,AaKiSc1klw8J,491,18541,491_18541
conf/sigmod/SismanisDRK02,bCj32WyDQ0IJ,492,62037,492_62037
journals/sigmod/RamDD99,uA-E1lBgLe0J,493,38769,493_38769
conf/sigmod/ChaudhuriGN02,KrfR8djb3C8J,494,23638,494_23638
journals/sigmod/PapianiWDN99,HxmnEeCigX8J,495,59280,495_59280
conf/sigmod/BhattacharyaMBNHS02,tsQbSCfQTooJ,496,35638,496_35638
journals/sigmod/Etzion99,aDxXrqrMy9IJ,497,26778,497_26778
conf/sigmod/MoonWH02,rlfxeE4k2p4J,498,18119,498_18119
conf/sigmod/WangWYY02,DRp1iFn7znkJ,499,57718,499_57718
journals/sigmod/HansonN99,b5uRDGKYrcMJ,500,17490,500_17490
journals/sigmod/Libkin99,zSO1Y5W7WkwJ,501,31189,501_31189
conf/sigmod/ProcopiucJAM02,k7RinzPIdhYJ,502,9499,502_9499
conf/sigmod/ThaperGIK02,sbFGKHjg-TcJ,503,13487,503_13487
journals/sigmod/Libkin99a,url:http://portal.acm.org/citation.cfm%3Fid%3D565117.565142%26dl%3DGUIDE%26dl%3DACM%26type%3Dissue%26idx%3DJ689%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222,504,61144,504_61144
conf/sigmod/BrunoC02,KAf2DUUVabIJ,505,29630,505_29630
journals/sigmod/Abiteboul99,J_7kZS39msAJ,506,62245,506_62245
conf/sigmod/Ramanan02,VGe-IBWyMm4J,507,59315,507_59315
conf/sigmod/VriesMNK02,dVn0Led5JLAJ,509,18427,509_18427
journals/sigmod/MusickC99,mA4kKq9Z3tYJ,510,10204,510_10204
conf/sigmod/GaoW02,PZTESZecfnQJ,511,46903,511_46903
journals/sigmod/EisenbergM99a,ne4v3zrmFSQJ,512,5323,512_5323
conf/sigmod/DattaDTVSR02,orxvLy4vVEQJ,513,22787,513_22787
journals/sigmod/McHughW97,dAnyGPqToQEJ,514,21834,514_21834
journals/sigmod/AtzeniMM97,Hdq-Mlh3fcMJ,515,12869,515_12869
conf/sigmod/DobraGGR02,v7A9Otp7OjsJ,516,57628,516_57628
conf/sigmod/ChenGMV02,IqV3EploPP4J,517,61265,517_61265
journals/sigmod/BaaderJN97,dr4SzOhnLB8J,518,42162,518_42162
conf/sigmod/ZhouR02, ,519,59155,519_59155
journals/sigmod/NestorovAM97,NVS_rDpScp0J,520,50884,520_50884
conf/sigmod/FreireHRRS02,1p-q7eofLWIJ,522,6171,522_6171
journals/sigmod/NadoH97,yN9f4dSKC9QJ,523,18622,523_18622
conf/sigmod/LiGS02,DZzqgw2TJ-MJ,524,2419,524_2419
journals/sigmod/AshishK97,rWfbcLnj7_YJ,525,35583,525_35583
conf/sigmod/TatarinovVBSSZ02,gYWmOPwa7mwJ,526,34856,526_34856
conf/sigmod/PapakonstantinouPV02,5XmfwqNDii8J,527,32587,527_32587
journals/sigmod/Suciu97,BHcShMv861YJ,528,41024,528_41024
journals/sigmod/JajodiaBBKMSW97,url:http://portal.acm.org/citation.cfm%3Fid%3D271095,529,38695,529_38695
conf/sigmod/DasuJMS02,POt1WbTBB4cJ,530,9640,530_9640
journals/sigmod/GrayG97,fFCqy9V5XNgJ,531,3293,531_3293
conf/sigmod/GillmannWW02,Pbjz4-UPrZ8J,532,6331,532_6331
conf/sigmod/GuhaJKSY02,z6l0wfs32iYJ,533,53835,533_53835
journals/sigmod/DadamK97,9Ai_9dZChG4J,535,16198,535_16198
conf/sigmod/RamanH02,4692SthNStUJ,536,38243,536_38243
conf/sigmod/TaoP02,fDWfHiQ6BR4J,537,25812,537_25812
journals/sigmod/ConradEHRSSSV97,SBnqbyQF3SoJ,538,63163,538_63163
conf/sigmod/BrunoKS02,GahdNMZNCWgJ,539,6494,539_6494
journals/sigmod/McClatcheyV97,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D271087%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,540,41707,540_41707
conf/sigmod/PolyzotisG02,obfTDYVJb4gJ,541,37953,541_37953
journals/sigmod/Seligman97,url:http://portal.acm.org/citation.cfm%3Fid%3D601858.601872%26dl%3DGUIDE%26dl%3Dacm%26type%3Dissue%26idx%3DJ689%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222,542,39217,542_39217
journals/sigmod/GuptaHR97, ,543,55108,543_55108
conf/sigmod/ChangH02,4zxRX5K-YSsJ,544,29994,544_29994
conf/sigmod/YangWYH02,xsaovu54vl4J,546,62330,546_62330
journals/sigmod/BarbaraS97,Iw5bYR098o4J,547,20133,547_20133
conf/sigmod/ChoiC02,D8a4umAppIcJ,548,37987,548_37987
journals/sigmod/ClementLGMK97,J7Y20fYLGbcJ,549,39486,549_39486
conf/sigmod/GarofalakisG02,6EaC2CmjsmAJ,550,9541,550_9541
conf/sigmod/JosifovskiSHL02,xA9KNostV4cJ,551,49150,551_49150
journals/sigmod/RamamrithamS97,HR-yLNuhtl4J,552,19156,552_19156
conf/sigmod/KanthRA02,RgDMwqhT30wJ,553,3547,553_3547
journals/sigmod/FernandezFLS97,9NlVdFCl2ysJ,554,18836,554_18836
journals/sigmod/HadzilacosT97,a8YsBAmwFjoJ,555,62875,555_62875
conf/sigmod/SzalayGTKMRSv02,1tKWKmyczaYJ,556,13335,556_13335
conf/sigmod/PossSKL02,c3QptREmhgAJ,557,30180,557_30180
journals/sigmod/JukicV97,yZbJS0Cd6cAJ,558,50164,558_50164
journals/sigmod/SilberschatzZ97,7JRwRy6VapMJ,559,10467,559_10467
conf/sigmod/AntonJLPZZ02,89P3EdEDuOEJ,561,37888,561_37888
journals/sigmod/Fong97,rgJU30QjbhkJ,562,1034,562_1034
journals/sigmod/RamanathanH97,EID4UO0Kv04J,563,18907,563_18907
conf/sigmod/LuoKMPWLN02,zQfzn1t6Xq8J,564,48428,564_48428
conf/sigmod/MarklL02,b7IXEwTLIHAJ,565,6150,565_6150
journals/sigmod/ChaudhuriD97,zlbJ-7JZdP0J,566,48833,566_48833
conf/sigmod/ZhangMCMR02,rvZQMrCOQ1MJ,567,15756,567_15756
journals/sigmod/Franklin97,url:http://doi.wiley.com/10.1002/ev.1658,568,61809,568_61809
conf/sigmod/TheobaldW02,w5_HkketH-wJ,569,18324,569_18324
journals/sigmod/McHughAGQW97,FUXcNB3HHi4J,570,43470,570_43470
journals/sigmod/Konig-RiesL97,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D262771%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,571,63335,571_63335
conf/sigmod/AbadiC02,f2Lea-RN8dsJ,573,36366,573_36366
journals/sigmod/FrewD97,5jMT1PENhSIJ,574,7924,574_7924
conf/sigmod/ChenRW02,05ShsIGjnKkJ,575,34728,575_34728
conf/sigmod/RundensteinerWYD02,7MfXAAdBQ2EJ,577,2592,577_2592
conf/sigmod/LuWYBLY02,JKQ1qE-naxQJ,579,54144,579_54144
journals/sigmod/ChangGKRS98,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D290607%26type%3Dpdf%26dl%3Dportal%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,581,53127,581_53127
conf/sigmod/FlorescuGKR02,uam2rv99rxsJ,582,27818,582_27818
conf/sigmod/CrescenziMM02,pI0WktymowwJ,583,13296,583_13296
journals/sigmod/FlorescuLM98,_SR_pRTnA6IJ,584,29830,584_29830
journals/sigmod/KeetonPH98,6MtRlhEClPEJ,585,37298,585_37298
conf/sigmod/Bussler02,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D564801%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,586,53150,586_53150
conf/sigmod/Mohan02,eyxIItge9MQJ,587,22367,587_22367
journals/sigmod/Lomet98,xLM0YVcccUgJ,588,6108,588_6108
journals/sigmod/GriffinK98,Qvl2bcDAyqEJ,589,13297,589_13297
conf/sigmod/GarofalakisGR02,S6PWjHRFORYJ,590,18259,590_18259
journals/sigmod/CheungF98,ig7B9agTOMAJ,591,54126,591_54126
conf/sigmod/Cotton02,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D564792%26type%3Dpdf,592,57124,592_57124
conf/sigmod/BreunigKKS01,3ET_IEkoGjYJ,593,34940,593_34940
journals/sigmod/TsotrasJS98,f3-E7x12K4gJ,594,31831,594_31831
journals/sigmod/BurtonM98,LOXd8JPfhpwJ,595,11440,595_11440
conf/sigmod/RinfretOO01,pyqtmrPg24YJ,596,38509,596_38509
conf/sigmod/ChaudhuriDN01,qfohkpyTawoJ,597,52570,597_52570
conf/sigmod/SlivinskasJS01,oAVbM_vepr8J,599,60994,599_60994
journals/sigmod/LometBCLN98,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D290608%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,600,28323,600_28323
journals/sigmod/EisenbergM98,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D290604%26type%3Dpdf%26coll%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,601,46961,601_46961
conf/sigmod/BohmBKK01,C4XcBh6anhAJ,602,60565,602_60565
conf/sigmod/ChenZCKR01,q49c-IEX7N8J,603,45452,603_45452
journals/sigmod/KappelR98,tbZ0J3HLI18J,604,32502,604_32502
conf/sigmod/NazeriBO01,2E9I_lugGC4J,605,9478,605_9478
journals/sigmod/BorgidaCS98,iPbD7vPHzgYJ,607,57439,607_57439
conf/sigmod/JagadishJOT01,OM7n6h8R8CoJ,608,28951,608_28951
journals/sigmod/GatziuKBF98,YERfAnxw2RcJ,609,26234,609_26234
conf/sigmod/LeeWMS01,OFXL5KsJiWcJ,610,10869,610_10869
conf/sigmod/HanPLJ01,H_tzR6yoJLEJ,611,31388,611_31388
journals/sigmod/KuokFW98,qyXhN3CrVQ8J,612,54364,612_54364
conf/sigmod/DattaDRTV01,qK-N8yVLSWUJ,613,1807,613_1807
journals/sigmod/Seshadri98,_nIg_hi8PAAJ,614,63668,614_63668
journals/sigmod/Roussopoulos98,GfjHZswtM0EJ,615,55314,615_55314
conf/sigmod/HernandezMHYHT01,89WHY6hZ22UJ,616,37405,616_37405
journals/sigmod/Chaudhri98,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D273247%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,617,39968,617_39968
conf/sigmod/FernandezMS01,JYYcPQLrBw8J,618,60336,618_60336
conf/sigmod/CandanLLHA01,efYVCK07AwMJ,619,63354,619_63354
journals/sigmod/MusickM98,gt83e4uB09wJ,620,36908,620_36908
conf/sigmod/KiesslingHFE01,tNzM8E3W2K4J,621,41221,621_41221
conf/sigmod/YanMHF01,8hRWaIVZ2ykJ,624,45610,624_45610
journals/sigmod/Han98,Y0GdVVrbzfQJ,625,30666,625_30666
conf/sigmod/HanPDW01,ue3gCyIirokJ,626,51606,626_51606
conf/sigmod/Maguire01,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D375742%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,627,25758,627_25758
journals/sigmod/Franklin97b,vgcXH5aVpdgJ,628,16292,628_16292
journals/sigmod/Rosenthal98,ZMMeRrWUlOoJ,629,39499,629_39499
conf/sigmod/BorkarDS01,8zFEVer1rBUJ,630,21607,630_21607
conf/sigmod/SchusterW01,59akjz-Qe9IJ,631,30942,631_30942
journals/sigmod/Bernstein98,AYEI8XDoY9wJ,632,2882,632_2882
journals/sigmod/KoksalAD98,enYoi4XT7n0J,633,57867,633_57867
conf/sigmod/OlstonWL01,I_YprPVQ45QJ,634,54299,634_54299
journals/sigmod/Manola98,VIjfH9f94xkJ,635,52686,635_52686
conf/sigmod/LahiriG01,2eJIgKjsQF4J,636,58686,636_58686
journals/sigmod/Snodgrass98a,tOa0zXK5Ba4J,637,38553,637_38553
conf/sigmod/GodfreyGXZ01,LNnvt5TpBhkJ,638,17907,638_17907
conf/sigmod/FabretJLPRS01,8lBDhvljrAEJ,639,31446,639_31446
journals/sigmod/ChangASS98,CPzROuDNZqgJ,640,63016,640_63016
conf/sigmod/ButtlerLPP01,8TcpKdIK1r0J,641,42566,641_42566
journals/sigmod/BrunieK96,spI2g7jFHuYJ,643,52538,643_52538
conf/sigmod/AfratiLU01,k7zpSukSfYsJ,644,31391,644_31391
conf/sigmod/Smith01,5wh3Y-mBqJQJ,645,31796,645_31796
journals/sigmod/GerlhofKM96,eq249ewqsHMJ,646,43211,646_43211
conf/sigmod/LangS01,FFQc9XpGFRsJ,647,38478,647_38478
journals/sigmod/NormanZT96,rPFgPOAANuQJ,648,21678,648_21678
journals/sigmod/BestavrosLS96,RalvsjDuKzsJ,649,5632,649_5632
conf/sigmod/Meseck01,hWiIngXs5I0J,650,56182,650_56182
conf/sigmod/DeolaseeKPRS01,5OTQGZ1gb18J,651,2499,651_2499
journals/sigmod/HasanFV96,m2CCumFeAWgJ,652,43259,652_43259
conf/sigmod/StonebrakerH01,opMsehfY-XoJ,653,14937,653_14937
journals/sigmod/Dogac96,url:http://portal.acm.org/citation.cfm%3Fid%3D234889.234900%26dl%3DGUIDE%26dl%3DACM%26idx%3DJ689%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222,654,45732,654_45732
conf/sigmod/ShahC01,2wGOv6yh4yIJ,655,6248,655_6248
journals/sigmod/BilirisP96,fu9j50Kk4Y4J,656,1397,656_1397
journals/sigmod/DAndreaJ96,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D234902%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,657,16606,657_16606
conf/sigmod/HaasH01,tHEP1S1typgJ,658,57828,658_57828
journals/sigmod/Colliat96,FP-ribG9oVsJ,659,29173,659_29173
conf/sigmod/Larson01,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D375792%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,660,19516,660_19516
conf/sigmod/Bussler01,UYIeOe280OwJ,662,23522,662_23522
journals/sigmod/Qian96a,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D234903%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,663,46783,663_46783
conf/sigmod/GoldsteinL01,xufwWHmOf6IJ,664,31971,664_31971
journals/sigmod/UlusoyB96,LclVYrb7vJoJ,665,33016,665_33016
conf/sigmod/ShouCTRH01,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D375755%26type%3Dpdf%26dl%3DGUIDE%26dl%3DGUIDE%26CFID%3D11111111%26CFTOKEN%3D2222222,666,59035,666_59035
journals/sigmod/Bestavros96,Q2y53UR0g6oJ,667,9689,667_9689
conf/sigmod/TatarinovIHW01,jfkafZcMjgIJ,668,32747,668_32747
conf/sigmod/MistryRSR01,r62IMncHe0IJ,669,56345,669_56345
journals/sigmod/AndlerHEMBE96,oNYOKYvjoKgJ,670,11194,670_11194
journals/sigmod/LinP96,mzEHvKsUv5QJ,671,39748,671_39748
conf/sigmod/GionisGK01,cy_Fe935WMAJ,672,64144,672_64144
conf/sigmod/AgichteinGV01,GDoFPiEzEhQJ,673,38346,673_38346
journals/sigmod/SilberschatzSU96,_ZsI_bVIJMwJ,674,42509,674_42509
conf/sigmod/KimCK01,EYI-OULRIz8J,675,33960,675_33960
journals/sigmod/PhatakSSS96,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D381897%26type%3Dpdf%26dl%3Dportal%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,676,30709,676_30709
journals/sigmod/RamamrithamSSTX96,kezAM71rts0J,677,3707,677_3707
conf/sigmod/BertinoCF01,JSzfxAgs4pgJ,679,38047,679_38047
journals/sigmod/KuoM96,vmwgqLkw0NUJ,681,40015,681_40015
conf/sigmod/BabuGR01,h_oXQ6ntHEUJ,682,24459,682_24459
journals/sigmod/SonDT96,62uEWBKYqgoJ,683,61843,683_61843
conf/sigmod/LamCKNH01,8hdQohffF48J,684,61943,684_61943
journals/sigmod/AdelbergKG96,GfiQygac5twJ,685,55397,685_55397
conf/sigmod/GreenwaldK01,8but_7FuryIJ,686,49552,686_49552
conf/sigmod/DraperHW01,sURGDemFSsUJ,687,52942,687_52942
journals/sigmod/TsotrasK96,url:http://www.springerlink.com/index/MG76EHFRC3CMWL1X.pdf,688,7024,688_7024
